"Type"|"Name"|"Status"|"Risk Ranking"|"Affected Entity"|"Deficiency"|"Details or Resolution Options"
"Possible Consequence"|"Leak of ammonia enters a room (Case B) with ammonia-in-air sensors and only normal ventilation."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"* For example, an ammonia leak that contaminates the air in:
[DESCRIBE ROOMS AT THE FACILITY WITH AMMONIA-IN-AIR SENSORS AND ONLY NORMAL VENTILATION, INCLUDING, IF APPLICABLE AND IF AN AMMONIA LEAK MAY OCCUR OR ENTER THERE: PITS, TUNNELS, SPACES BETWEEN CEILINGS AND ROOFS, ETC.]
* Includes leaks of ammonia near the fresh-air inlets for the room, such as ventilation intakes, louvers, or sometimes-open windows or doors.
* Normal ventilation means air circulation and air exchanges for comfort and air quality, for example per the building code for the type of occupancy."
"Possible Consequence"|"Leak of ammonia enters a room (Case C) with no ammonia-in-air sensors and normal ventilation."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"* For example, an ammonia leak that contaminates the air in:
[DESCRIBE ROOMS AT THE FACILITY WITH NO AMMONIA-IN-AIR SENSORS AND NORMAL VENTILATION, INCLUDING, IF APPLICABLE AND IF AN AMMONIA LEAK MAY OCCUR OR ENTER THERE: PITS, TUNNELS, SPACES BETWEEN CEILINGS AND ROOFS, ETC.]
* Includes leaks of ammonia near the fresh-air inlets for the room, such as ventilation intakes, louvers, or sometimes-open windows or doors.
* Normal ventilation means air circulation and air exchanges for comfort and air quality, for example per the building code for the type of occupancy."
"Possible Consequence"|"Leak of ammonia enters a room (Case D) with ammonia-in-air sensors but little-or-no ventilation."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"* For example, an ammonia leak that contaminates the air in:
- [COOLERS OR FREEZERS OFTEN HAVE LITTLE-OR-NO VENTILATION, ONLY AIR CIRCULATION WITHIN THEM.]
- [DESCRIBE ROOMS AT THE FACILITY WITH AMMONIA-IN-AIR SENSORS BUT LITTLE-OR-NO VENTILATION, INCLUDING, IF APPLICABLE AND IF AN AMMONIA LEAK MAY OCCUR OR ENTER THERE: PITS, TUNNELS, SPACES BETWEEN CEILINGS AND ROOFS, ETC.]
* Includes:
- leaks caused by shocks due to an electrical power outage or restoration, such as from inadequately built or controlled defrosting."
"Possible Consequence"|"Leak of ammonia enters a room (Case E) with no ammonia-in-air sensors and little-or-no ventilation."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"* For example, an ammonia leak that contaminates the air in:
- a room whose ammonia-in-air sensors or ventilation fail to work, perhaps because they have no electrical power,
- [COOLERS OR FREEZERS OFTEN HAVE LITTLE-OR-NO VENTILATION, ONLY AIR CIRCULATION WITHIN THEM.]
- [DESCRIBE ROOMS AT THE FACILITY WITH NO AMMONIA-IN-AIR SENSORS AND LITTLE-OR-NO VENTILATION, INCLUDING, IF APPLICABLE AND IF AN AMMONIA LEAK MAY OCCUR OR ENTER THERE: PITS, TUNNELS, SPACES BETWEEN CEILINGS AND ROOFS, ETC.]
* Includes:
- leaks caused by shocks due to an electrical power outage or restoration, such as from inadequately built or controlled defrosting."
"Possible Consequence"|"Leak of ammonia into water or other liquids that may cause odors or flow into floor drains or similar."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[UPDATE BELOW FOR THE FACILITY]
* This includes ammonia leaking and dissolving into brine, water, glycol-water mixtures, or other liquids.
* The following flow into the facility's sanitary plumbing:
- the floor drains in the Compressor Room and production rooms,
- the small flow of ammonia-scrubbing water, from the automatic purger's water-bubble column, in the refrigerating-machinery room."
"Possible Consequence"|"Leak of ammonia that will probably cause strong odors or worse offsite."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Nothing has been recorded in this field.]"
"Possible Consequence"|"Motor wired so it rotates in the wrong direction -- consequences at the facility. [UPDATE FOR COMPRESSORS, FANS  AND PUMPS USED]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"If not discovered by the facility's qualified contractors during checks before they put a newly wired motor into service, so the motor is run in the reverse direction for more than a few seconds, the following may occur.
* Compressors, screw, motor [VERIFY FOR TYPES OF COMPRESSORS AT THE FACILITY]
- gas moved inefficiently from oil separator to piping between suction check valve and compressor,
- if high-current (amp) protection does not shutoff the motor, possible overpressure and leak on suction side, though a suction-check-valve bypass may relieve some of this,
- also possible overheating, similar to compressor starved, so a high-oil temperature sensor may cause the motor to shutoff.
* Compressor, screw, oil pump motor -- oil flow in wrong direction before compressor starts, and the compressor motor won't start due to low oil pressure.
* Compressor, screw, slide valve motor -- slide valve operates in wrong direction. See compressor loads up too quickly consequences.
* Compressors, reciprocating (Vilter or similar), motor -- typically little consequence except increased wear and tear. Oil pump operates with crank shaft turning in either direction.
* Fan motors -- fan blows air inefficiently in the wrong direction.
- Fans for condensers --  inefficient heat transfer, high-condensing temperatures could cause compressors to shutoff due to high-discharge pressure.
- Fans for air-handling units or forced-air evaporators -- inefficient heat transfer and higher air temperatures in cooled spaces.
- Fans for ventilation -- inadequate ventilation,
> if emergency ventilation and ammonia leaked into the ventilated room, could lead to high, possibly flammable, concentrations of ammonia in the room air.
* Pump, centrifugal, motor -- little or no pressure developed at outlet, operational problem only (no ammonia-refrigerant or cooling water flow, depending on the pump, etc.)
* Pump, chemical feed, motor -- no chemical fed, such as for water treatment.
* Pump, gear, motor [DEPENDS ON USE, SUCH AS DESIGN OF TRANSFER SYSTEM, IF PART OF ONE].
"
"Possible Consequence"|"Overpressure in equipment or piping."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Nothing has been recorded in this field.]"
"Possible Consequence"|"Pressure-relief system discharges liquid ammonia to the atmosphere, so more is released."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Nothing has been recorded in this field.]"
"Possible Consequence"|"Pump spins in reverse direction at much higher than its design speed. [IF APPLICABLE, ADD LEAK CONSEQUENCES TO SCENARIO]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Examples included the following.
* A transfer-system pump, which would be turned in the reverse direction by the pressure drop between a compressor suction and discharge, if rapid leak by its outlet check valve occurred, could spin so fast that 
- the pump-to-motor shaft seal could leak or
- vibrations could crack open the pump housing leading to a rapid leak, which
> is more likely with a gear pump than a centrifugal pump."
"Possible Consequence"|"Severity increases, such as injuries or fatalities more likely due to leak, fire, explosion, weak condition, or unusual load."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"This includes combinations like:
* a material is weakened or brittle, such as from corrosion or cold and
* it is shocked or strained by an unusual force, such as someone stepping or dropping something on it."
"Possible Consequence"|"Shocks that could damage equipment, piping, or supports."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Nothing has been recorded in this field.]"
"Possible Consequence"|"Water contamination in the ammonia refrigerant becomes too high."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Water contamination in the ammonia refrigerant can:
* require a lower compressor-suction pressure to achieve the desired temperature of whatever is being cooled (air, water, and so forth), which reduces compressor
- capacity and
- efficiency -- more power needed to refrigerate (remove heat) at the same rate,
* cause compressor-lubricating oil degradation and, with high enough water contamination, emulsification or excessive foaming,
* result in needing to replace the entire
- ammonia-refrigerant charge and
- compressor-lubricating oil charge, in the refrigeration system,
* otherwise, special measures may be needed to remove water contamination. 
See IIAR 6-2019, Appendix C, Water Contamination in Ammonia Refrigeration Systems."
"Existing Safeguard"|"Access is adequate to ammonia-refrigeration equipment and piping."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
[IF NEEDED, EXCEPT AS NOTED IN THIS PHA'S RECOMMENDED ACTIONS...]
* Access is adequate to the facility's ammonia-refrigeration equipment and piping, for example,
- stairs, ladders, and step-over walks are installed so there is access to all ammonia-refrigeration equipment and piping on roofs,
[ADD ENOUGH DETAIL TO DEMONSTRATE REASONABLE REVIEW OF ACCESS.] 
* Access to and inside the Compressor Room is described in the safeguard about the:
- refrigerating-machinery room and its safety systems.
[START SEE ALSO:
* Case History: A Study of Incidents in the Ammonia Refrigeration Industry [2005 to 2019], Peter R. Jordan, 2020 IIAR Technical Paper #7. Upshot: Mr. Jordan
- identified a total of eleven fatalities, nine near ammonia-refrigeration systems and two near ammonia storage terminals;
- three of the fatalities were caused by persons trapped in limited-access areas with an ammonia release and
- two of these releases were from oil draining. The third was from a pipe rupture;
- nine of the fatalities involved ammonia-piping opening, liquid transfer (typically charging), or oil draining.
END SEE ALSO.]"
"Existing Safeguard"|"Air and water contamination of the ammonia refrigerant is kept adequately low."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
* Procedures, including for tie-in of new equipment and piping, and system-opening permits (also called line-breaking permits) call for evacuating most air from equipment and piping that was opened to the atmosphere, before returning them to service.
* The suction pressure of ammonia-refrigerant compressors is kept above atmospheric pressure (not in a vacuum), normally and during known unusual circumstances to date, making air and water contamination less likely.
[OTHERWISE, DESCRIBE ANY NEEDED WATER TESTING OF THE AMMONIA REFRIGERANT. SEE IIAR 6-2019, APPENDIX C.]"
"Existing Safeguard"|"Air-cooling equipment and piping are adequately built, controlled, located, inspected, tested, and maintained."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
* In the facility's ammonia refrigeration system this equipment includes:
- forced-air evaporators with hot-gas defrost,
- air-handling units with [STEAM, NATURAL GAS...] heating and ammonia refrigeration,
- [VERIFY ABOVE AND PROVIDE DETAILS, REFERENCE LISTS OF EQUIPMENT.]
* For the above equipment, access for maintenance is adequate, including to inside and the top of its housing, as needed,
- with adequate confined-space, fall-protection, and machine-guarding safeguards and policies, and
- with adequate guarding and shrouding to contain a broken fan blade or loose balancing weight, so they are unlikely to injure people or damage coils."
"Existing Safeguard"|"Ammonia has good warning properties, unlike, for example, propane or halocarbon refrigerants."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Substitution
Most people can smell traces of ammonia in air at below harmful levels, do not have their sense of smell fatigued by continued exposure, will experience more discomfort as concentrations rise, and so will try to move to safety."
"Existing Safeguard"|"Change management is adequate."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Administrative
The facility's change-management policies include:
* developing commissioning and decommissioning procedures as needed before equipment or piping is added (tie-in) or removed from the refrigeration system,
* in its change-management applicability checklist, asking if a change will alter:
- traffic patterns near its ammonia-refrigeration system, such as by rearranging storage racks,
- the number, qualifications, or authority of personnel with process safety, operations, or maintenance responsibilities -- such that changes to ammonia-refrigeration system chemicals, technology, equipment, procedures, or facilities are needed to accommodate these organizational changes. (See March 31, 2009, OSHA interpretation, memo to Regional Administrators.)"
"Existing Safeguard"|"Charging ammonia -- equipment, piping, and procedures are adequate."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
* The facility's permanently installed refrigeration-system charging piping helps avoid 
- leaks from the refrigeration system if a hose or connections leaks and
- trapping liquid downstream of its charging-port check valve 
because it includes, in the desired direction of flow:
- a threaded cap (removed when the charging hose is connected),
- a stop valve (the charging valve),
- a check valve (allowing only flow into the refrigeration system),
- a nipple (if needed to allow venting because there is another stop valve downstream on the charging piping), and then
- additional piping connecting to the condenser drain (CD) piping upstream of the CD shutoff valve by the high-pressure receiver or another good connection location.
* The charging port is labeled, on both the piping and the ammonia-refrigeration P&ID.
* For the facility's the ammonia-refrigeration system:
- no charging from cylinders is allowed,
- only charging from bulk-tanker trucks is allowed, and
- no transportation cylinders, vessels, or similar are left connected, except during monitored charging.
* The procedure for ammonia charging from bulk-tanker trucks includes:
- documenting understanding of this procedure, by the tanker-truck driver and the facility employee and/or contractor involved, such as by sign-offs in the procedure or other training records,
- covers needed items, such as
> verifying that the tanker truck holds refrigerant grade anhydrous ammonia (meeting IIAR 2, latest edition or equivalent),
> confirming the quantity to be added,
> an upper limit to the liquid level in the high-pressure receiver, when charging should be stopped,
> establishing communication methods between the driver and the facility employee and/or contractor involved, as needed, such as hand signals or radios,
> setting barricades to keep foot and vehicle traffic away from the area with the tanker truck and hose,
> setting brakes and wheel chocks,
> checking that the hose-expiration date has not past,
> inspecting the ammonia hose, coupling, charging valve(s), and charging piping,
> donning appropriate personal-protective equipment (may be a reference to the driver's procedure, if the driver handles the transfer),
> making and testing the connection of the hose and couplings before opening valves that would be hard to close in a leak,
> monitoring charging, carefully, including for leaks and to avoid overfilling,
> initial steps to take if an ammonia leak occurs (or a reference to emergency plans, reviewed as needed with the driver),
> safe disconnection, including testing that the facility's permanently installed refrigeration-system charging valve is holding (no leak by),
> venting the facility's charging piping, as needed, such as to prevent trapping liquid ammonia downstream of any check valve on this piping,
> and so forth."
"Existing Safeguard"|"Cleaning on or near the ammonia-refrigeration system is adequately safe, including clean-in-place."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Administrative
[START EXAMPLES]
* Air-cooling coils and fins -- manual cleaning procedures ensure that: 
- ammonia-refrigerant liquid has evaporated from coils and piping before cleaning starts, such as by completing a defrost cycle just before shutting off the refrigeration, if applicable, and that none is added during cleaning and
- cleaning methods and chemicals do not damage the coils, fins, or other equipment and piping.
* Cleaning and any chemical storage near ammonia-refrigeration equipment and piping avoids damaging their paint or insulation systems.
- [ADD DETAIL IF NEEDED]
* Jacketed silos and tanks with clean-in-place (CIP):
- the automated refrigeration and CIP controls, and [IF APPLICABLE] also procedures for personnel who initiate CIP, ensure ammonia-refrigerant liquid has evaporated from cooling jackets before CIP starts and that none is added during CIP, such as by
> shutting off refrigeration when the cooled-liquid level in the tank or silo reaches a low level that would allow enough load to evaporate most ammonia refrigerant under typical flow rates and conditions,
> a gradual initiation of CIP, avoiding thermal shocks and rapid evaporation of any remaining liquid refrigerant,
> not turning refrigeration back on until CIP is complete.
* Liquid chillers with CIP
- [DESCRIBE SAFEGUARDS]
[END EXAMPLES]"
"Existing Safeguard"|"Compressor controls and safety shutoffs are adequate, including for their motors and the vessel(s) that feed the compressors."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering: Improves Instrumentation, Controls, or Machinery Reliability
At the facility, these controls and safety shutoffs include the following.
* Redundant safeguards, via local controls in the compressor packages, in addition to the central ammonia-refrigeration controls.
* On the vessel [VESSELS] that feeds the all facility ammonia-refrigerant compressors, [__LIST VESSEL(S)__], these include:
- a level probe, which outputs to controls that [OFTEN OPTIONAL]
> signal alarms at an alarm level and then, [OFTEN OPTIONAL]
> on high-level, send shutoff signals to compressor local controls, [OFTEN OPTIONAL]
- a high-high-level float switch for compressor-safety shutoff, wired fail safe (no signal or open circuit causes shut off) and independently from the central ammonia-refrigeration controls.
* In all the ammonia-refrigerant compressor packages, these compressor-safety shutoffs include, at least:
- compressor motor high current (amps) -- also called overload or overcurrent protection,
- compressor motor high temperature (thermal protection),
- high discharge pressure,
- low suction pressure, and
- low oil pressure (the differential pressure that drives lubricating-oil flow, such as shaft-seal-chamber pressure minus suction pressure in Vilter reciprocating compressors).
* In the ammonia-refrigerant screw-compressor packages, these compressor-safety shutoffs also include, at least:
- high discharge temperature, of the ammonia-refrigerant gas,
- high oil-filter differential pressure, 
- high oil temperature (after cooling and typically before injection into the screw lubrication system), 
- low oil temperature (also prevents the screw compressor from starting until the oil heater has adequately warmed the oil), 
- oil-pump motor high current (amps), and
- oil-pump motor high temperature (thermal protection).
* All of the above compressor-safety shutoffs: 
- fail safe (no signal or open circuit causes shut off) and
- cause local compressor controls to de-energize compressor-package components as needed for safe shut off, including
> the compressor motor,
> the oil heater (except in special cases when an automatic restart may be allowed),
> any oil-pump motor,
> any liquid-injection cooling pump motors and/or solenoid valves.
* Local screw-compressor controls:
- prevent all motors in the compressor package from starting too often,
- automatically unload screw-compressor slide valves (capacity control and volume ratio) when the compressor shuts off or when power is restored after a power outage,
- prevent restart until slide valves are unloaded to below 10% of their limits, and
- correct most slide-valve drift via anti-drift functions.
[OR SLIDE-VALVE DRIFT MAY BE ADDRESSED VIA ITM]
* The central ammonia-refrigeration controls:
- prevent the compressors from starting too often and
- automate their starting, loading, unloading, and shutoff.
* Inspection, testing, and maintenance (ITM) of the above controls and safeguards are scheduled, described, and documented in
- the facility's maintenance-management system.
*** The following apply to the ammonia-refrigeration system at the facility. ***
* Overheating lowers the viscosity of lubricating oil, which at high enough temperatures causes 
- inadequate lubrication. This leads to 
- increased wear-and-tear on internal parts, 
- often, increased oil leakage from the shaft seal, and
- possibly, ammonia leakage from the shaft seal.
* Additional overheating causes friction that makes the drive shaft harder to turn, increasing the load on the compressor motor, and eventually causing the compressor to seize up (the electric motor cannot turn the shaft).
* In the reciprocating compressors, the crank shaft drives the oil pump, so the low-oil pressure switch should shutoff the compressor motor. If not, high current (amps) protection should shut off the compressor motor,
- except with a belt drive, if a problem (belt breaks, slipping , etc.) causes the motor to run faster than the compressor, the low-oil pressure switch should shutoff the compressor motor. If not, the motor many overheat and, if also not thermally protected, damage insulation, rarely but possibly leading to a small fire that might be the source of a larger fire.
* Overheating, described above, and possibly small ammonia leaks, would be the typical result of gas recirculating from the discharge to suction sides of a reciprocating-compressor crank case because:
- it is running with the discharge valve shut between the compressor and the oil separator (deadheading) and its high discharge-pressure shutoff fails when needed
> causing its internal pressure-relief valve to open, or
- rapid leak by this internal pressure-relief valve.
* The screw compressors are protected from high-oil temperatures by
- high oil temperature shutoffs,
- high discharge temperature shutoffs, 
- compressor motor high current (amps) shutoffs (if friction increases due to inadequate lubrication), and 
- low oil pressure shutoffs, triggered by the low-oil pressure if the screws seize up because the above shutoffs failed.
* If the following shutoffs are not installed or fail when needed, overheating, described above, and possibly small ammonia leaks, would be the typical result:
- low suction pressure (compressor starved),
- low oil pressure (inadequate oil flow for cooling, lubricating, and seals),
- high oil-filter differential pressure (inadequate oil flow for cooling, lubricating, and seals),
- high oil temperature (or cooling-water low-flow switch, if applicable),
- high discharge temperature,
- compressor motor high current (amps) -- as backup to the above.
*  If the following shutoff is not installed or fails when needed, increased wear and tear would result, if not shut off on low oil pressure,
- low oil temperature.
* Compressor equalizing to suction too quickly, due to 
- leak by screw-compressor suction check valve or
- reciprocating-compressor suction stop valve opened too quickly, may
- suck some oil out of the compressor or
- cause pressure in the shaft-seal chamber to be different than in the suction side of the compressor, particularly for reciprocating compressors. This may move the inner shaft seal, causing oil to spray from the shaft-seal chamber onto the compressor internal components, leading to increased wear.
* Compressor loading up too quickly:
- has little effect on reciprocating compressors,
- may lead to wear or internal damage to screw-compressor packages, including their motors,
- if this results in a rapid suction pressure drop, excessive refrigerant boiling in vessels that feed compressors may cause liquid droplets to reach compressors, see the scenario on liquid ammonia sucked into compressors, lots of large droplets or more (slugging).
* If a screw-compressor oil-pump inlet or outlet valve is closed when the oil pump starts or is running:
- the compressor local controls would not start the compressor motor, or would shut it off (for low-stage/booster compressors that run the oil pump during normal operation), due to low oil pressure,
> which, possibly after a time delay, would cause the compressor local controls to shut off the oil-pump motor, or otherwise
- the oil-pump motor may be shut off by its high current (amps) or thermal protection.
- If the oil-pump outlet valve is closed (or both the inlet and outlet valves are closed) and the oil pump motor isn't shutoff by the above safeties, this may cause:
> a leak, mostly oil, at the motor-shaft seal, a valve-stem seal, or some piping joints,
> any pump internal pressure-relief device, from outlet to inlet, to open [CHECK IF THE PUMP HAS INTERNAL PRESSURE RELIEF],
> [IF NOT LIQUID INJECTION COOLED] the oil-cooler, oil-side, pressure-relief valve to open and relieve the pressure by allowing oil flow back to the compressor oil separator that feeds the oil pump."
"Existing Safeguard"|"Condensers, evaporative, and their water treatment are adequately built, controlled, located, inspected, tested, and maintained."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
For the all the condensers in the facility's ammonia-refrigeration system, which are all evaporative condensers,
* access for maintenance is adequate, including to the fans and the inside and top of the condenser housing, as needed,
- with adequate confined-space, fall-protection, and machine-guarding safeguards and policies, and
- with adequate guarding and shrouding to contain a broken fan blade or loose balancing weight, so they are unlikely to injure people or damage coils,
* controls prevent cooling water flow to condensers when the ambient temperature is near or below the freezing point of water,
* mist eliminators prevent excessive mist and over-spray, and
* the condensers have appropriate overpressure protection, provided by:
[DESCRIBE, FOR EXAMPLE]
- the ammonia-refrigeration procedures and system-opening permits and
- check valves (followed by a nipple and then a stop valve) on piping bypassing the main stop valves at condenser-coil outlets,
* which are consistent with the following guidance:
- pressure-relief valves on condenser inlet piping, protecting their coils, are typically neither helpful nor required with proper administrative controls, such as only isolating a condenser coil from the rest of the refrigeration system (valving off the condenser) if the isolated coil and piping are promptly vented to atmospheric pressure following a system-opening permit (also called line-breaking permit) or procedure,
- check valves or relief regulators on piping bypassing the main stop valves at condenser-coil outlets are only needed if condenser coils are valved off seasonally, such as in winter, in which case they allow fluids to safely return from a condenser coil to the rest of the refrigeration system, for example, if ammonia refrigerant entered the coil due to leak by an isolating stop valve,
- in the above cases, the high-pressure receiver's overpressure protection also protects the condenser coils.
* The water-quality program, for the condenser-cooling water, is managed by the facility's authorized and qualified chemical service and supply contractor, is jointly implemented by the facility's Owner/Operator and this contractor, and includes water monitoring, testing, and treatment (filters, chemical additions, etc.)
[VERIFY ALL OF ABOVE.]"
"Existing Safeguard"|"Controls and electrical systems for ammonia refrigeration are adequately built, located, inspected, tested, and maintained."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
* Alarm notifications are given to employees or contractors, by automated controls, via [LOUDSPEAKER ANNOUNCEMENTS, CALLS OR MESSAGES TO THEIR MOBILE PHONES...]
* Ammonia-refrigeration controls fail safe themselves or due to redundant controls that fail safe (no signal or open circuit causes shutoff).
* Ammonia-refrigeration controls hardware is enclosed or located so that it is unlikely to be damaged by a heat, steam, water, or other leaks or environmental conditions.
* Electrical-surge protection for ammonia-refrigeration controls is adequate.
* Thermal scans of electrical systems are completed as recommended by the facility's qualified electrical contractor.
* Variable-frequency drives and power cables are adequately grounded and shielded. [IF APPLICABLE]
* Qualified employees and/or contractors have 
- secure, remote access to the ammonia-refrigeration controls that allow at least shutting off compressors, pumps, and/or refrigeration to equipment (stopping liquid and hot gas flows to equipment, and so, in effect, initiating a pump down to suction pressure.),
> protected by both passwords and two-step authentication (something you know, something you have).
[OPTION] * For changes to controls that could pose hazards, such as reducing defrost pump-down times, controls
[OPTION] - send notifications to mobile phones or similar.
[VERIFY ABOVE]"
"Existing Safeguard"|"Controls automate ammonia-refrigeration operations adequately, considering procedures, staffing, and training."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering: Improves Instrumentation, Controls, or Machinery Reliability
* For the facility's ammonia-refrigeration system, this includes
- adjusting for refrigeration load changes, such as production partial or full shutdowns,
- unloading compressors before they start,
- shutting down safely if there is:
> a partial or full electrical-power loss, such as a circuit breaker trips or a power outage affects the entire facility,
> inadequate cooling for the condensers,
> inadequate cooling for the compressors.
* Controls record trends charts and histories, except for the following, for which hand-written logs are kept,
- automatic-purger counts,
- high-pressure receiver levels,
- transfer-system counts,
- [LIST ANY OTHERS].
* See also the safeguards, including automated shutoffs, for:
- compressors, ammonia-refrigerant, and
- pumps, ammonia-refrigerant [IF APPLICABLE]."
"Existing Safeguard"|"Crash, derailment, avalanche/debris flow/landslide/mudslide, flood, salinity/sea spray, sand or dust storm, tsunami, volcano, and wildfire risks are reasonable."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering: Greater Separation
The facility's ammonia-refrigeration system is:
* [________________] miles away from the nearest airport,
* [________________] feet away from the nearest railroad track, besides low-speed spurs,
* adequately protected from vehicle traffic by barriers or distance,
* not located in an area with avalanche/debris flow/landslide/mudslide hazards [OR DESCRIBE HAZARDS AND PROTECTION/MITIGATION],
* not located in a floodplain, 0.2% or higher annual risk [OR COMPARE TO 0.2% OR 1% ANNUAL-RISK FLOOD ELEVATION, DESCRIBE PROTECTION/MITIGATION AS NEEDED],
* not located in an area with salinity/sea spray hazards, such as increased corrosion, including to steel inside reinforced concrete [OR DESCRIBE HAZARDS AND PROTECTION/MITIGATION],
* not located in an area with sand or dust storm hazards [OR DESCRIBE HAZARDS AND PROTECTION/MITIGATION],
* not located in an area with tsunami hazards [OR DESCRIBE HAZARDS AND PROTECTION/MITIGATION],
* not located in an area with volcano hazards [OR DESCRIBE HAZARDS AND PROTECTION/MITIGATION],
* not located in an area with wildfire hazards [OR DESCRIBE HAZARDS AND PROTECTION/MITIGATION]."
"Existing Safeguard"|"Defrost, hot gas, is built and controlled adequately to handle a reasonable range of circumstances. [OK?]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
The facility's ammonia-refrigeration system has the following in place.
* Hot-gas defrost (HGD) piping pitches to
- a liquid drainer,
- high-stage discharge (HSD) piping that evaporates any condensed liquid or carries it to condensers without causing vapor propelled liquid slugs, such as because the continuous gas flow in the HSD piping is much greater than any condensed-liquid flow entering from HGD piping,
- or another safe location.
* Rules of thumb that are followed:
- soft start of hot-gas defrost (soft gas) is needed if the hot-gas solenoid valve is 1.5-inch (nominal size) or larger or if the evaporating temperature is below zero Fahrenheit (0 F),
- suction control valve slow-opening or bleed-by is needed if suction control valves are 2.5-inch (nominal size) or larger or if the evaporator coil is 15 tons refrigeration (TR) or larger, and
- each forced-air evaporator above 1 TR is served by a separate valve group, which includes the liquid, suction, and hot-gas control valves.
* Defrost, hot gas, includes adequately gradual and long delay and/or pump-down times (optionally lengthened by interlocked pressure transducers), both before and after defrost:
- the before-defrost pump-down time is adequate to remove liquid ammonia from the evaporator coil and piping that hot gas will enter, avoiding shocks, such as from:
> vapor-propelled liquid slugs and condensation-induced shock,
- the after-defrost delay and/or pump-down time (also called equalize or bleed time) is adequately gradual and long to avoid excessive shocks in both:
> the suction piping downstream of the suction control valve, when it opens or regulates at a lower pressure, and
> the evaporator coil and piping, when liquid ammonia-refrigerant enters them to restart cooling.
* Metal fatigue due to rapid temperature changes is also reduced by both of the above pump-down times.
* The before-defrost pump-down time is also long enough to remove all liquid ammonia under reasonable worst-case scenarios, based on operating experience or by assuming the evaporator coil may be mostly full of liquid due to a low load, maybe because the coil was heavily frosted up before defrost due to higher than usual humidity in the cooled air.
* There is no incentive to unsafely reduce pump-down times because doing so would not increase production [OR DESCRIBE PASSWORDS OR OTHER CONTROLS THAT PREVENT REDUCING PUMP-DOWN TIMES] and the current timing has worked well since at least [__YEAR__] [OR DESCRIBE TESTING THAT WAS DONE TO VERIFY THE PUMP-DOWN TIMES].
* At the start and end of a power outage or blip, shutoff and restart occur safely regardless of the state an evaporator was in when the power failed, for example:
- if a suction control valve automatically opens (or regulates at a lower pressure) when power fails during defrost,
> excessive shocks won't occur,
> any needed slow-opening or bleed-by function adequately when the power fails,
- for all types of suction control valves, there is adequate
> pump-down to suction pressure after power is restored, before control valves allow either liquid or hot gas into evaporators [NEEDS DEPEND ON IF CONTROLS RETAIN MEMORY OF EVAPORATOR STATE BEFORE POWER OUTAGE],
> freeze on (also called rechill) before fans start, as needed to prevent water droplets from blowing onto people, product, etc.,
> staggering of valve openings, to avoid excessive flows in piping headers or to vessels,
* If run-time clocks are reset by a power outage or blip, controls stagger them on restart so that needed defrosting happens soon but all evaporators do not defrost at once."
